event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,x_m,y_m,z_m
3181900,2011/11/05 17:58:19.29,38.83272,-122.79062,1.882,0.8,ML,6434.757950038433,2378.6757940998637,1882.0
3181901,2011/11/05 18:08:37.87,38.8253,-122.81672,0.843,1.07,ML,5413.8494933994625,4559.888609047504,843.0
3266740,2011/11/05 18:09:24.67,38.822,-122.8122,1.799,0.37,ML,5949.140460228072,4540.635968689529,1799.0
3181902,2011/11/05 18:09:39.14,38.82202,-122.81588,1.295,1.18,ML,5721.833292408579,4764.815631500223,1295.0
3181903,2011/11/05 18:10:48.96,38.83925,-122.8392,2.985,1.57,ML,2944.1343018983607,4848.169056828907,2985.0
3181904,2011/11/05 18:11:30.74,38.80502,-122.73553,1.959,1.74,ML,11979.958633306145,1165.0695481824532,1959.0
3266741,2011/11/05 18:15:18.89,38.84437,-122.83678,1.93,0.31,ML,2692.264493654519,4299.397582790347,1930.0
3266742,2011/11/05 18:16:49.03,38.81343,-122.81447,2.139,0.7,ML,6479.959073398778,5349.953251840626,2139.0
3181905,2011/11/05 18:20:56.54,38.78062,-122.75342,1.14,1.0,ML,12790.304705053617,4170.279587313538,1140.0
3313936,2011/11/05 18:30:49.68,38.8272,-122.85458,2.715,0.33,ML,2942.834933785275,6733.790192814727,2715.0
3181906,2011/11/05 18:30:57.67,38.77438,-122.72736,1.944,1.37,ML,14876.802389462744,3059.5634656861935,1944.0
3266743,2011/11/05 18:33:58.72,38.8283,-122.84885,1.743,0.24,ML,3208.3257660819563,6296.286585027465,1743.0
3266744,2011/11/05 18:34:34.65,38.8268,-122.85378,1.63,0.28,ML,3023.184639377501,6715.990587400693,1630.0
3181908,2011/11/05 18:40:01.05,38.81365,-122.81707,2.987,1.41,ML,6303.265165463668,5492.24460467673,2987.0
3181909,2011/11/05 18:44:54.12,38.84005,-122.83601,3.931,0.68,ML,3077.269390539575,4589.933767831312,3931.0
3181910,2011/11/05 18:45:55.61,38.81905,-122.80334,3.79,1.39,ML,6723.295764334461,4227.787653399245,3790.0
3181911,2011/11/05 19:04:01.62,38.84438,-122.82561,2.694,1.89,ML,3376.6874948665145,3613.4108290733966,2694.0
3181912,2011/11/05 19:14:21.15,38.848,-122.8231,2.39,0.6,ML,3247.620023201181,3176.399894125098,2390.0
3181913,2011/11/05 19:21:07.08,38.80517,-122.81528,3.536,2.64,ML,7076.100769042988,6045.471124879066,3536.0
3266745,2011/11/05 19:23:45.34,38.80193,-122.81647,3.675,0.44,ML,7256.430124704398,6371.797580661894,3675.0
3181914,2011/11/05 19:32:08.27,38.8374,-122.82652,3.223,0.6,ML,3866.614698287176,4214.982873764505,3223.0
3181915,2011/11/05 19:42:27.67,38.84187,-122.82543,2.898,0.98,ML,3583.9802316643645,3798.6199708947515,2898.0
3181916,2011/11/05 19:46:14.52,38.81343,-122.78146,1.279,0.9,ML,8504.902046101652,3325.010279137753,1279.0
3181917,2011/11/05 19:50:18.39,38.8397,-122.83935,2.566,1.22,ML,2899.7483726416976,4822.186123384828,2566.0
3266746,2011/11/05 20:00:13.42,38.83558,-122.82607,4.177,0.31,ML,4036.5206699136797,4329.679857949772,4177.0
3181918,2011/11/05 20:10:21.87,38.80017,-122.8154,3.908,0.6,ML,7459.677696832031,6443.770449318525,3908.0
3181919,2011/11/05 20:14:41.75,38.81208,-122.80828,1.94,1.14,ML,6965.227514405913,5075.791398934609,1940.0
3313937,2011/11/05 20:23:29.34,38.84345,-122.76962,1.828,0.7,ML,6884.014438357061,251.51286849808807,1828.0
3266748,2011/11/05 20:26:38.70,38.75285,-122.7134,0.0,0.98,ML,17416.534699044434,3886.590298203259,0.0
3181921,2011/11/05 20:39:44.21,38.8122,-122.82233,3.771,1.13,ML,6093.971362103953,5928.282521183778,3771.0
3181922,2011/11/05 20:46:24.25,38.84045,-122.8283,3.25,1.25,ML,3518.9513328631756,4085.7017253295194,3250.0
3181923,2011/11/05 20:48:22.51,38.84655,-122.82545,1.129,0.96,ML,3216.835279233086,3433.9287512394144,1129.0
3181924,2011/11/05 20:59:48.13,38.77222,-122.71201,1.892,1.02,ML,15987.307612412895,2286.8287836996083,1892.0
3181925,2011/11/05 21:14:06.26,38.78998,-122.73305,1.949,1.9,ML,13308.031948718333,2188.8799994755886,1949.0
3181926,2011/11/05 21:14:23.45,38.78985,-122.73438,1.912,1.2,ML,13236.609725223321,2280.6310055283484,1912.0
3266750,2011/11/05 21:15:02.96,38.78503,-122.77808,0.513,0.55,ML,10932.771021933206,5338.198415967778,513.0
3181927,2011/11/05 21:30:07.15,38.80615,-122.8162,3.868,0.62,ML,6943.041042495755,6025.2831059885075,3868.0
3181928,2011/11/05 21:35:09.16,38.82143,-122.7981,3.461,1.81,ML,6858.648209850014,3720.262111822232,3461.0
3181929,2011/11/05 21:39:15.34,38.8454,-122.82222,3.117,0.61,ML,3504.889969834126,3325.7055986515074,3117.0
3266751,2011/11/05 21:56:27.21,38.8049,-122.81748,3.012,0.63,ML,6962.256125218612,6201.537086322775,3012.0
3266752,2011/11/05 22:04:31.65,38.83965,-122.81866,3.543,0.89,ML,4172.851031855734,3556.9022266933434,3543.0
3266753,2011/11/05 22:06:06.00,38.84097,-122.76395,1.268,1.12,ML,7425.736369789592,97.60155817101123,1268.0
3181930,2011/11/05 22:37:11.92,38.84577,-122.8318,1.636,1.33,ML,2888.2915488500257,3884.44517697006,1636.0
3181931,2011/11/05 22:44:41.05,38.8377,-122.80015,2.964,2.97,ML,5460.781742746309,2573.9032541722845,2964.0
3181932,2011/11/05 22:48:24.30,38.76757,-122.71083,0.716,1.02,ML,16423.26518656692,2578.016124118444,716.0
3181933,2011/11/05 22:48:52.77,38.83288,-122.80175,2.435,1.54,ML,5739.4967853141525,3048.916918752646,2435.0
3181934,2011/11/05 22:52:27.04,38.84023,-122.806,1.116,1.08,ML,4904.108632565128,2734.946980725462,1116.0
3181935,2011/11/05 22:53:13.17,38.74927,-122.7292,1.077,1.31,ML,16727.221951152595,5135.726442691135,1077.0
3266754,2011/11/05 22:54:29.21,38.83622,-122.79618,2.852,1.05,ML,5820.03240601086,2446.0879615677077,2852.0
3181936,2011/11/05 23:00:57.49,38.82693,-122.79843,3.359,1.01,ML,6408.372975729575,3310.4734684908735,3359.0
3181937,2011/11/05 23:03:20.34,38.83438,-122.79643,1.136,0.83,ML,5948.561806576188,2605.2890218218377,1136.0
3266757,2011/11/05 23:09:54.17,38.84044,-122.82957,3.339,0.84,ML,3441.8271935033777,4164.389617193161,3339.0
3266759,2011/11/05 23:33:30.28,38.819,-122.82515,3.542,0.66,ML,5389.3073499387365,5569.59483031641,3542.0
3181938,2011/11/05 23:42:49.93,38.78055,-122.73597,0.401,1.1,ML,13866.218761984463,3105.311797914041,401.0
3181939,2011/11/06 00:20:20.03,38.81178,-122.81868,3.314,1.37,ML,6350.713280430585,5737.218208044135,3314.0
3181940,2011/11/06 00:32:24.25,38.81675,-122.81654,2.747,1.52,ML,6093.395486543657,5217.351007215203,2747.0
3266762,2011/11/06 00:43:49.46,38.78036,-122.74527,0.37,0.52,ML,13310.581540550693,3690.660316931953,370.0
3266764,2011/11/06 01:22:41.87,38.82087,-122.80918,3.898,0.68,ML,6222.749301255381,4443.731160666554,3898.0
3266765,2011/11/06 01:32:00.43,38.81115,-122.8145,2.084,0.65,ML,6656.386559325872,5530.061336929889,2084.0
3266766,2011/11/06 01:41:19.65,38.7937,-122.74347,1.828,0.96,ML,12377.976594959442,2537.2194215757477,1828.0
3181941,2011/11/06 01:43:55.76,38.84227,-122.83123,1.306,0.44,ML,3196.913929176272,4123.136173204653,1306.0
3266767,2011/11/06 02:03:09.05,38.84218,-122.79832,1.311,0.82,ML,5222.759456211111,2111.3644187099626,1311.0
3181942,2011/11/06 02:23:15.56,38.83887,-122.82755,3.183,1.32,ML,3688.495270249234,4163.230683647428,3183.0
3181943,2011/11/06 02:53:25.33,38.84675,-122.81799,1.65,0.42,ML,3658.818916756834,2960.670063626571,1650.0
3181944,2011/11/06 03:17:29.44,38.83345,-122.80585,1.951,0.9,ML,5443.422229482757,3255.8575818305076,1951.0
3181945,2011/11/06 03:26:01.16,38.8242,-122.8249,3.161,1.34,ML,4998.067528624338,5147.68334931321,3161.0
3181946,2011/11/06 03:28:22.74,38.84123,-122.8225,2.621,0.65,ML,3813.7562375869534,3668.924125257047,2621.0
3181947,2011/11/06 03:39:45.51,38.83878,-122.82645,3.339,2.56,ML,3763.009807836765,4102.789918600045,3339.0
3181948,2011/11/06 03:40:10.26,38.83843,-122.82832,2.999,1.71,ML,3675.663469425082,4244.8675946673675,2999.0
3181949,2011/11/06 03:40:54.04,38.79033,-122.74184,0.534,0.94,ML,12741.458502549203,2700.72210798908,534.0
3181950,2011/11/06 03:41:42.47,38.83323,-122.82535,3.421,1.07,ML,4264.428779140523,4469.253587270634,3421.0
3181951,2011/11/06 03:41:59.08,38.79015,-122.7615,0.254,0.57,ML,11549.522616097023,3920.8055395215574,254.0
3313939,2011/11/06 03:43:34.04,38.83865,-122.83624,0.0,0.27,ML,3172.6231023941064,4713.505406600449,0.0
3181952,2011/11/06 03:47:12.72,38.83765,-122.83165,1.431,0.47,ML,3532.376563567718,4510.127195873427,1431.0
3266769,2011/11/06 03:50:46.88,38.81935,-122.81303,2.144,0.74,ML,6105.422711984811,4798.748130614696,2144.0
3181953,2011/11/06 04:24:38.81,38.8314,-122.78063,2.894,0.97,ML,7150.7853759295485,1869.0636987972237,2894.0
3266770,2011/11/06 04:27:30.31,38.81115,-122.82568,3.257,0.56,ML,5970.568248667414,6215.879647588346,3257.0
3266771,2011/11/06 04:32:02.93,38.82118,-122.76475,2.271,0.82,ML,8923.994817447236,1694.0093168366577,2271.0
3181954,2011/11/06 04:34:28.82,38.8315,-122.79514,1.426,0.14,ML,6252.875049217383,2751.3365004653974,1426.0
3266772,2011/11/06 04:40:47.67,38.80482,-122.80932,3.376,0.85,ML,7469.072621370081,5707.230610207612,3376.0
3181955,2011/11/06 04:42:26.13,38.81172,-122.79301,3.448,1.13,ML,7930.08754640444,4167.226457096676,3448.0
3181956,2011/11/06 05:27:46.70,38.8068,-122.82702,5.022,1.46,ML,6228.4843704188725,6638.195865275552,5022.0
3181957,2011/11/06 05:32:44.78,38.83357,-122.78408,1.384,0.61,ML,6769.483777338053,1911.0310039213098,1384.0
3181958,2011/11/06 05:34:25.07,38.83949,-122.83688,2.314,0.91,ML,3067.6857728051364,4687.087525815439,2314.0
3181959,2011/11/06 05:35:39.80,38.84265,-122.84033,0.754,1.21,ML,2608.9784252428235,4651.649081968708,754.0
3266773,2011/11/06 05:39:12.73,38.82728,-122.80933,2.551,0.81,ML,5712.365125669098,3951.7499808945995,2551.0
3181960,2011/11/06 05:42:48.50,38.8392,-122.82787,3.024,0.88,ML,3643.063491724387,4157.058629525433,3024.0
3181961,2011/11/06 05:45:49.92,38.80867,-122.81055,2.161,1.11,ML,7092.597981425191,5481.660535936023,2161.0
3266774,2011/11/06 05:49:31.46,38.84625,-122.80065,0.0,0.18,ML,4761.6058874006885,1936.0707182060112,0.0
3181963,2011/11/06 05:57:55.10,38.83472,-122.80115,1.601,0.96,ML,5632.437546531335,2868.2456967160056,1601.0
3181964,2011/11/06 05:58:21.41,38.83547,-122.79702,2.576,0.84,ML,5827.144736649577,2556.2570687628227,2576.0
3266775,2011/11/06 06:02:49.60,38.79175,-122.78532,4.508,0.95,ML,9963.22454813096,5256.903206773744,4508.0
3181965,2011/11/06 06:05:26.79,38.81452,-122.81492,2.819,1.05,ML,6367.130068184789,5292.333234067877,2819.0
3266776,2011/11/06 06:05:44.81,38.73528,-122.72108,2.758,0.89,ML,18319.174581379484,5731.463566201536,2758.0
3181966,2011/11/06 06:09:49.45,38.83278,-122.79427,2.592,1.69,ML,6206.163576792099,2597.887652319803,2592.0
3181967,2011/11/06 06:11:19.15,38.79735,-122.8096,3.87,1.9,ML,8035.958052358779,6308.468300049024,3870.0
3181968,2011/11/06 06:13:49.76,38.797,-122.80801,3.47,0.7,ML,8160.8595990003005,6238.298091064255,3470.0
3181969,2011/11/06 06:18:19.42,38.83337,-122.79425,2.402,1.44,ML,6161.259744297476,2550.5300870509827,2402.0
3266779,2011/11/06 06:21:31.35,38.82963,-122.7854,4.078,0.33,ML,6996.569839136464,2300.0634288795263,4078.0000000000005
3181970,2011/11/06 06:24:18.02,38.82701,-122.7725,1.133,1.03,ML,7992.750237210467,1713.5861869736775,1133.0
3266780,2011/11/06 06:55:17.95,38.83132,-122.84002,1.775,0.11,ML,3513.8606480260373,5518.498446737041,1775.0
3266781,2011/11/06 07:18:24.84,38.80828,-122.78777,1.223,0.41,ML,8520.49197071739,4114.752894317061,1223.0
3266782,2011/11/06 07:30:07.12,38.77517,-122.70372,2.124,0.93,ML,16265.190235657354,1547.6391716390467,2124.0
3181971,2011/11/06 07:33:56.57,38.75585,-122.71505,0.0,1.05,ML,17080.755346399477,3753.243899510672,0.0
3266783,2011/11/06 07:36:19.01,38.83393,-122.79282,0.713,0.05,ML,6205.195620884627,2419.0240702141414,713.0
3181972,2011/11/06 07:40:55.80,38.83052,-122.79663,0.829,1.08,ML,6238.097376061559,2919.3619190579016,829.0
3181973,2011/11/06 07:43:24.04,38.8376,-122.83755,3.242,0.69,ML,3174.360360492205,4875.962161470379,3242.0
3181974,2011/11/06 07:50:23.19,38.8362,-122.82565,2.349,0.52,ML,4013.808536415173,4255.439336172193,2349.0
3313940,2011/11/06 07:55:14.22,38.82592,-122.78398,1.943,0.19,ML,7373.753442231366,2503.0320049384045,1943.0
3266784,2011/11/06 07:58:28.71,38.82545,-122.85429,1.297,0.24,ML,3097.452840544957,6852.828974335466,1297.0
3266785,2011/11/06 08:09:35.99,38.83268,-122.80565,1.461,0.26,ML,5515.89536478029,3303.7933893756044,1461.0
3266786,2011/11/06 08:18:32.69,38.81965,-122.8008,4.079,0.64,ML,6832.1952204237,4025.063047041607,4078.9999999999995
3313941,2011/11/06 08:29:20.62,38.80562,-122.77364,3.167,0.3,ML,9595.252156636523,3455.9508745847875,3167.0
3181975,2011/11/06 08:29:27.80,38.81237,-122.79089,3.929,1.49,ML,8009.313427092552,3986.356663618725,3929.0
3266788,2011/11/06 09:14:44.87,38.82943,-122.83878,2.112,0.34,ML,3737.7009757268047,5590.20734237828,2112.0
3266789,2011/11/06 09:58:56.24,38.80628,-122.7901,3.824,0.72,ML,8533.937287010189,4414.05807891633,3824.0
3181976,2011/11/06 10:04:47.86,38.79519,-122.79961,3.991,1.12,ML,8817.66308343744,5864.53380993393,3991.0
3181978,2011/11/06 10:24:30.06,38.81293,-122.81112,3.807,1.16,ML,6724.553005929552,5183.546944532036,3807.0
3266791,2011/11/06 10:30:04.94,38.7546,-122.71362,1.711,0.73,ML,17266.21082464004,3763.257484327238,1711.0
3181979,2011/11/06 10:35:29.60,38.81652,-122.818,3.169,1.17,ML,6021.817394052,5324.895407309709,3169.0
3181980,2011/11/06 10:40:52.91,38.81197,-122.81059,3.367,1.36,ML,6832.125085414249,5226.095105475219,3367.0
3181981,2011/11/06 10:47:57.34,38.82557,-122.75765,1.43,0.93,ML,9016.288710310351,915.2280745161718,1430.0
3181982,2011/11/06 10:54:38.63,38.842,-122.83853,1.607,0.65,ML,2770.2183565193473,4592.0530634820225,1607.0
3266793,2011/11/06 10:55:09.35,38.84055,-122.8401,1.911,0.26,ML,2787.2814016672846,4801.734131480307,1911.0
3181983,2011/11/06 11:10:43.88,38.81572,-122.82497,3.184,1.54,ML,5656.8045581584565,5815.008443559635,3184.0
3181984,2011/11/06 11:12:43.67,38.75262,-122.7166,1.234,1.17,ML,17238.21923083247,4100.872074018073,1234.0
3181985,2011/11/06 11:16:36.76,38.83505,-122.79495,2.609,1.1,ML,5986.964210357921,2462.1152002414683,2609.0
3181986,2011/11/06 11:45:06.88,38.77405,-122.71638,1.947,1.64,ML,15576.153952568404,2411.8157352273743,1947.0
3181987,2011/11/06 11:48:37.39,38.83823,-122.79707,2.229,0.93,ML,5608.279725065096,2343.5263891164504,2229.0
3181988,2011/11/06 11:49:56.54,38.8213,-122.82259,2.941,1.87,ML,5366.514709535824,5232.724394694166,2941.0
3266794,2011/11/06 12:05:54.63,38.84572,-122.81282,0.218,0.69,ML,4056.497131925708,2724.0583564169283,218.0
3181989,2011/11/06 12:08:12.62,38.79117,-122.80602,1.405,0.75,ML,8738.766659613459,6572.058740549734,1405.0
3181990,2011/11/06 12:08:26.38,38.82236,-122.80981,3.694,1.14,ML,6067.60344846405,4365.877890292957,3694.0
3181991,2011/11/06 12:08:33.37,38.75842,-122.73489,0.601,1.33,ML,15662.76169309697,4769.3531591675755,601.0
3266795,2011/11/06 12:09:49.49,38.75442,-122.73711,1.69,1.24,ML,15839.33002496647,5218.285829081101,1690.0
3266796,2011/11/06 12:39:19.71,38.84157,-122.82687,3.382,0.51,ML,3519.102139325482,3910.410638367833,3382.0
3181992,2011/11/06 12:46:24.74,38.77467,-122.74886,0.67,1.19,ML,13535.246611499118,4355.770421020575,670.0
3181993,2011/11/06 13:00:57.75,38.82448,-122.79482,3.42,1.28,ML,6821.382040483494,3280.583767328655,3420.0
3181995,2011/11/06 13:18:18.36,38.84338,-122.86722,1.161,0.53,ML,902.3796007264284,6244.093973658959,1161.0
3181996,2011/11/06 13:20:41.30,38.8139,-122.82195,2.752,0.63,ML,5984.362860588612,5772.053096941249,2752.0
3181997,2011/11/06 13:57:42.34,38.83928,-122.80615,2.657,1.02,ML,4969.185378619427,2818.426722594088,2657.0
3181998,2011/11/06 14:05:29.04,38.83965,-122.82558,2.766,0.63,ML,3748.355261752181,3981.397996796896,2766.0
3266797,2011/11/06 14:05:39.47,38.7998,-122.81025,2.249,0.47,ML,7804.525212966965,6156.78177584914,2249.0
3181999,2011/11/06 14:12:50.97,38.83267,-122.80589,3.279,1.14,ML,5501.95484438148,3319.297662279369,3279.0
3266798,2011/11/06 14:15:13.13,38.8394,-122.82622,3.421,0.54,ML,3728.6424436551533,4040.2046275055723,3421.0
3182001,2011/11/06 14:49:54.49,38.78788,-122.77402,0.189,0.98,ML,10958.990166727264,4866.3098074027175,189.0
3182002,2011/11/06 14:54:26.41,38.76672,-122.70811,1.285,1.01,ML,16656.5784967172,2477.6217768470965,1285.0
3182003,2011/11/06 15:04:30.09,38.80767,-122.81667,3.741,1.96,ML,6795.364492048379,5935.269275758312,3741.0
3266799,2011/11/06 15:24:31.69,38.81867,-122.80952,3.379,0.61,ML,6373.905348156565,4636.600664746533,3379.0
3266800,2011/11/06 15:34:27.56,38.8398,-122.80167,3.419,0.0,ML,5203.345884322159,2502.9510866603746,3419.0
3182004,2011/11/06 15:40:05.28,38.83982,-122.8377,3.163,1.33,ML,2991.5823345900617,4711.587131382564,3163.0
3182005,2011/11/06 15:47:03.71,38.84101,-122.8415,2.357,0.87,ML,2665.434446934949,4851.648471008055,2357.0
3182006,2011/11/06 16:11:30.65,38.79073,-122.79874,3.535,0.74,ML,9219.7485797914,6159.881930567581,3535.0
3182007,2011/11/06 16:28:50.71,38.8349,-122.80642,1.53,1.28,ML,5295.084480863819,3177.451217303225,1530.0
3182008,2011/11/06 16:36:41.31,38.83862,-122.83575,3.186,0.95,ML,3205.0269576466712,4685.792808861636,3186.0
3182009,2011/11/06 16:40:00.20,38.8053,-122.815,3.709,1.17,ML,7083.112507189917,6018.1306041732805,3709.0
3182010,2011/11/06 16:50:27.35,38.82273,-122.79362,4.336,1.08,ML,7031.822367878398,3343.800128214171,4336.0
3313942,2011/11/06 16:53:01.43,38.8338,-122.82598,4.608,0.68,ML,4181.21554155489,4463.332932102735,4608.0
3266802,2011/11/06 16:59:55.56,38.82827,-122.75648,1.337,0.65,ML,8876.95380588173,632.349802740333,1337.0
3182012,2011/11/06 17:05:17.06,38.79397,-122.76949,4.087,1.0,ML,10760.712765906052,4112.261933008692,4086.9999999999995
3266803,2011/11/06 17:05:31.91,38.83315,-122.7886,1.24,0.28,ML,6525.050776338257,2221.1416101080968,1240.0
3182013,2011/11/06 17:09:31.04,38.82417,-122.78082,0.703,0.69,ML,7704.426675609026,2446.0154598411655,703.0
3182014,2011/11/06 17:10:37.06,38.8229,-122.80953,3.364,0.53,ML,6042.558260270516,4306.48044324671,3364.0
3182015,2011/11/06 17:18:09.39,38.8428,-122.83904,2.286,0.78,ML,2676.383163458369,4560.788056186619,2286.0
3182016,2011/11/06 17:20:29.70,38.83983,-122.82795,2.863,1.27,ML,3588.8978222837286,4112.707891185052,2863.0
3182018,2011/11/06 17:39:21.61,38.82722,-122.80785,2.02,0.63,ML,5807.844495863903,3865.6531257273014,2020.0
3182019,2011/11/06 17:47:17.12,38.79407,-122.74558,0.169,0.88,ML,12219.612769737303,2637.7244041334466,169.0
3182020,2011/11/06 17:57:03.18,38.79855,-122.7897,0.0,1.27,ML,9162.86495773511,4993.911094138121,0.0
3266804,2011/11/06 18:01:33.80,38.83821,-122.78931,3.305,1.03,ML,6085.867635951802,1869.0659832396536,3305.0
3182021,2011/11/06 18:03:40.39,38.75415,-122.70142,0.918,1.21,ML,18049.78375241531,3050.0534192527048,918.0
3182022,2011/11/06 18:03:57.77,38.80768,-122.82484,0.971,1.76,ML,6293.407696470028,6435.662318832819,971.0
3182023,2011/11/06 18:06:25.22,38.7965,-122.78412,0.395,1.3,ML,9665.445311576672,4811.900003710067,395.0
3182024,2011/11/06 18:06:40.70,38.79942,-122.78522,1.075,2.42,ML,9369.659794609464,4651.069789376032,1075.0
3182025,2011/11/06 18:07:15.80,38.79822,-122.78285,0.149,1.48,ML,9608.868611805057,4599.5112727150145,149.0
3182026,2011/11/06 18:09:00.31,38.7998,-122.782,0.142,0.95,ML,9537.473985425258,4423.833003390847,142.0
3182027,2011/11/06 18:09:09.23,38.79865,-122.78357,0.159,0.91,ML,9531.080743006094,4610.057783822032,159.0
3182028,2011/11/06 18:09:48.98,38.8323,-122.7937,3.345,2.5,ML,6278.659328945175,2600.452020381224,3345.0
3266805,2011/11/06 18:11:02.20,38.84,-122.7767,0.0,1.08,ML,6719.45104417182,955.5708767205062,0.0
3182029,2011/11/06 18:11:17.51,38.83478,-122.79613,2.586,1.93,ML,5935.689752300547,2555.6109759192864,2586.0
3182030,2011/11/06 18:11:34.04,38.79945,-122.78458,0.719,1.22,ML,9406.57389025457,4609.464436217175,719.0
3182031,2011/11/06 18:13:36.59,38.83365,-122.79277,2.751,0.99,ML,6230.1553219163825,2437.8494393077867,2751.0
3182032,2011/11/06 18:14:36.28,38.79762,-122.78339,0.063,1.07,ML,9622.655794473956,4679.549240313401,63.0
3182033,2011/11/06 18:14:45.70,38.7984,-122.78455,0.105,1.14,ML,9490.51119632054,4689.7211431192345,105.0
3266806,2011/11/06 18:15:16.77,38.79632,-122.78225,1.123,0.55,ML,9794.231091355452,4711.261769011586,1123.0
3266807,2011/11/06 18:15:57.60,38.839,-122.79462,0.421,0.43,ML,5698.366386123096,2133.030785215821,421.0
3182034,2011/11/06 18:16:06.47,38.79617,-122.78387,0.259,1.43,ML,9706.58305774592,4822.366090188771,259.0
3182035,2011/11/06 18:16:11.63,38.79725,-122.78642,0.0,1.39,ML,9465.714958087605,4894.348919365303,0.0
3182036,2011/11/06 18:16:40.55,38.7971,-122.78214,0.0,1.45,ML,9739.992508813753,4643.527656205699,0.0
3266808,2011/11/06 18:17:07.29,38.80815,-122.79385,0.0,0.71,ML,8157.688980171464,4497.884667421842,0.0
3182037,2011/11/06 18:17:32.28,38.83261,-122.7873,2.464,0.91,ML,6647.018409151505,2183.616612535739,2464.0
3182038,2011/11/06 18:17:48.66,38.7989,-122.78467,0.0,0.88,ML,9444.056185382813,4657.988528833666,0.0
3182039,2011/11/06 18:20:37.53,38.83428,-122.79897,1.209,1.05,ML,5800.568537876172,2768.9198155669565,1209.0
3182040,2011/11/06 18:20:41.47,38.83755,-122.80005,3.019,1.02,ML,5478.64421846769,2579.4970660174467,3019.0
3182041,2011/11/06 18:21:25.66,38.79413,-122.78304,0.0,0.97,ML,9917.00076828441,4930.953890558833,0.0
3182042,2011/11/06 18:21:38.15,38.79868,-122.78394,0.0,1.5,ML,9506.038086079292,4630.409183236193,0.0
3182043,2011/11/06 18:22:48.79,38.79928,-122.78437,0.042,1.45,ML,9432.747883612445,4609.874235434642,42.0
3182044,2011/11/06 18:23:42.88,38.803,-122.7881,0.0,0.71,ML,8913.079336499486,4547.826850889978,0.0
3182045,2011/11/06 18:24:15.03,38.79618,-122.78526,0.236,0.64,ML,9620.533967556516,4906.85142787322,236.0
3182046,2011/11/06 18:27:44.89,38.79823,-122.78425,0.0,1.38,ML,9522.206088422223,4684.610043594005,0.0
3182047,2011/11/06 18:33:21.28,38.82437,-122.78152,2.61,1.85,ML,7645.848826999457,2473.3182583616385,2610.0
3266809,2011/11/06 18:41:01.27,38.82577,-122.80345,1.879,0.3,ML,6191.1271577050975,3709.1145770323274,1879.0
3182048,2011/11/06 18:42:55.68,38.80625,-122.82455,1.476,1.42,ML,6423.00556315821,6529.681060282061,1476.0
3182049,2011/11/06 18:43:07.05,38.80775,-122.82394,1.114,1.41,ML,6343.143550145592,6374.980197625906,1114.0
3266810,2011/11/06 18:43:38.13,38.83733,-122.79346,1.648,0.55,ML,5900.097970724779,2192.4458688582536,1648.0
3266811,2011/11/06 18:51:32.03,38.81465,-122.81178,3.536,0.62,ML,6549.583699756267,5089.550819938654,3536.0
3182050,2011/11/06 19:07:50.78,38.837,-122.79771,1.889,0.8,ML,5665.190779687279,2478.9568925425947,1889.0
3266812,2011/11/06 19:08:57.92,38.81357,-122.82626,2.686,0.36,ML,5745.775070388072,6062.244719788631,2686.0
3182051,2011/11/06 19:12:06.88,38.8206,-122.7998,3.68,0.96,ML,6819.260295840712,3889.4414837016684,3680.0
3266813,2011/11/06 19:14:28.03,38.8473,-122.85371,0.0,1.03,ML,1424.6323546638919,5108.850237974778,0.0
3182053,2011/11/06 19:20:41.40,38.8155,-122.79255,3.491,1.47,ML,7662.756249975608,3843.4593068403788,3491.0
3182054,2011/11/06 19:21:21.97,38.81225,-122.82353,2.615,1.37,ML,6016.44999758711,5997.9851231780685,2615.0
3182055,2011/11/06 19:22:58.28,38.82778,-122.80895,3.281,1.62,ML,5696.581774422473,3889.345706919042,3281.0
3313943,2011/11/06 19:29:11.94,38.84184,-122.7849,2.751,0.29,ML,6072.570594854577,1314.7208652182912,2751.0
3182056,2011/11/06 19:32:16.44,38.8421,-122.84092,2.88,1.13,ML,2615.7890606813926,4730.844834274874,2880.0
3182057,2011/11/06 19:36:57.34,38.81482,-122.81087,3.464,1.26,ML,6592.114224103819,5020.436503015759,3464.0
3182058,2011/11/06 19:41:21.12,38.83227,-122.81017,2.736,1.32,ML,5270.680487528571,3613.122119310469,2736.0
3182059,2011/11/06 19:41:37.99,38.81227,-122.81455,3.107,1.14,ML,6565.7492531071275,5445.558362649253,3107.0
3182060,2011/11/06 19:43:43.42,38.8233,-122.84274,1.199,1.4,ML,3974.0715736017737,6312.417029736151,1199.0
3182061,2011/11/06 19:46:55.21,38.83842,-122.80779,2.702,1.01,ML,4935.823692530043,2986.2711240673616,2702.0
3182063,2011/11/06 20:04:36.71,38.84408,-122.84486,3.333,1.04,ML,2219.284884386834,4817.726014687274,3333.0
3313945,2011/11/06 20:08:30.43,38.79643,-122.77885,0.0,0.59,ML,9994.197738469713,4494.093844348376,0.0
3182064,2011/11/06 20:08:37.10,38.84077,-122.83083,2.619,1.2,ML,3338.732694762223,4215.8802832874735,2619.0
3182065,2011/11/06 20:25:43.00,38.82657,-122.85668,2.391,1.26,ML,2863.272166979862,6911.869367401181,2391.0
3182066,2011/11/06 20:45:30.29,38.83335,-122.79459,1.016,0.97,ML,6141.9667682133495,2572.950568143907,1016.0
